TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2003,07,09,08,00,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft from Vehicle,2003,05,18,12,00,24XX W 2ND AVE,Kitsilano,488215.79,5457493.44
Mischief,2003,12,28,18,35,6X WATER ST,Central Business District,492312.02,5459002.45
Theft from Vehicle,2003,06,28,15,00,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Break and Enter Commercial,2003,05,27,04,15,41XX MAIN ST,Riley Park,492645.8,5455038.53
Theft of Vehicle,2003,05,21,18,00,12XX BURNABY ST,West End,490211.98,5458713.26
Mischief,2003,10,29,08,00,STEPHENS ST / W BROADWAY AVE,Kitsilano,487887.29,5456822.96
Theft of Vehicle,2003,03,24,11,30,12XX BURNABY ST,West End,490211.98,5458713.26
Theft of Vehicle,2003,03,09,23,30,12XX BURNABY ST,West End,490211.98,5458713.26
Theft of Vehicle,2003,05,28,18,30,12XX BURNABY ST,West End,490203.69,5458721.78
Theft of Vehicle,2003,03,19,01,00,12XX BURNABY ST,West End,490160.2,5458766.49
Theft from Vehicle,2003,07,14,21,00,3XX E 56TH AVE,Sunset,492735.02,5451830.78
Mischief,2003,10,01,20,00,8XX GRANVILLE ST,Central Business District,491190.48,5458639.25
Mischief,2003,06,26,08,19,12XX DAVIE ST,West End,490292.52,5458794.5
Offence Against a Person,2003,10,20,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2003,05,29,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,06,29,22,00,5XX RENFREW ST,Hastings-Sunrise,496789.47,5458596.23
Theft from Vehicle,2003,05,26,07,30,12XX BURRARD ST,Central Business District,490501.68,5458380.56
Mischief,2003,09,25,22,30,9XX SEYMOUR ST,Central Business District,491207.37,5458509.52
Theft from Vehicle,2003,08,02,22,00,12XX BURRARD ST,Central Business District,490501.68,5458380.56
Mischief,2003,04,22,01,16,10XX MAIN ST,Strathcona,492744.15,5458124.67
Theft from Vehicle,2003,12,26,19,37,ALBERNI ST / THURLOW ST,West End,491003.61,5459185.0
Theft from Vehicle,2003,12,16,06,15,ALBERNI ST / THURLOW ST,West End,491003.61,5459185.0
Theft from Vehicle,2003,11,15,12,00,ALBERNI ST / THURLOW ST,West End,491003.61,5459185.0
Theft from Vehicle,2003,11,01,11,00,ALBERNI ST / THURLOW ST,West End,491003.61,5459185.0
Break and Enter Commercial,2003,12,30,03,35,11XX BEACH AVE,West End,490086.19,5458429.36
Other Theft,2003,01,10,21,21,11XX ROBSON ST,West End,490795.02,5459233.32
Theft from Vehicle,2003,06,18,09,03,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft from Vehicle,2003,06,17,20,30,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft from Vehicle,2003,07,23,12,45,ALBERNI ST / THURLOW ST,West End,491003.61,5459185.0
Theft of Vehicle,2003,05,20,20,00,12XX BURNABY ST,West End,490152.26,5458787.77
Theft from Vehicle,2003,06,14,14,00,ALBERNI ST / THURLOW ST,West End,491003.61,5459185.0
Theft from Vehicle,2003,06,01,16,30,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft from Vehicle,2003,05,04,19,50,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft from Vehicle,2003,04,25,08,00,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Break and Enter Residential/Other,2003,08,24,04,06,5XX RICHARDS ST,Central Business District,491725.26,5458908.4
Mischief,2003,10,21,20,00,13XX W 62ND AVE,Marpole,490224.14,5451355.28
Break and Enter Residential/Other,2003,07,04,16,00,5XX RICHARDS ST,Central Business District,491770.05,5458940.46
Theft from Vehicle,2003,05,21,15,00,ALBERNI ST / THURLOW ST,West End,491003.61,5459185.0
Theft from Vehicle,2003,03,08,14,00,ALBERNI ST / THURLOW ST,West End,491003.61,5459185.0
Break and Enter Residential/Other,2003,07,21,21,00,5XX RICHARDS ST,Central Business District,491770.05,5458940.46
Break and Enter Residential/Other,2003,09,10,20,00,5XX RICHARDS ST,Central Business District,491770.05,5458940.46
Break and Enter Residential/Other,2003,10,12,12,00,5XX RICHARDS ST,Central Business District,491770.05,5458940.46
Theft from Vehicle,2003,09,22,15,49,12XX BURRARD ST,Central Business District,490501.68,5458380.56
Break and Enter Residential/Other,2003,11,25,08,09,5XX RICHARDS ST,Central Business District,491770.05,5458940.46
Mischief,2003,09,19,15,30,17XX NELSON ST,West End,489995.2,5459563.59
Break and Enter Commercial,2003,05,01,23,00,8XX BURRARD ST,West End,491038.09,5458930.76
Theft from Vehicle,2003,08,18,18,00,43XX FLEMING ST,Kensington-Cedar Cottage,494749.08,5454799.95
Theft from Vehicle,2003,03,31,00,00,14XX BEACH AVE,West End,489826.11,5458800.92
Theft from Vehicle,2003,01,14,20,00,43XX FLEMING ST,Kensington-Cedar Cottage,494749.08,5454799.95
Mischief,2003,08,26,21,00,9XX SEYMOUR ST,Central Business District,491207.37,5458509.52
Theft from Vehicle,2003,04,08,18,30,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft of Vehicle,2003,03,09,04,30,12XX BURNABY ST,West End,490152.26,5458787.77
Theft of Vehicle,2003,02,21,00,13,12XX BURNABY ST,West End,490152.26,5458787.77
Theft from Vehicle,2003,07,11,15,00,7XX DURWARD AVE,Kensington-Cedar Cottage,493571.45,5454238.06
Theft from Vehicle,2003,05,24,14,00,14XX BEACH AVE,West End,489826.11,5458800.92
Break and Enter Residential/Other,2003,07,05,04,30,11XX BEACH AVE,West End,490111.18,5458391.34
Theft from Vehicle,2003,12,01,00,00,43XX ELGIN ST,Kensington-Cedar Cottage,493983.8,5454797.89
Theft of Vehicle,2003,04,30,00,00,12XX BROUGHTON ST,West End,490086.45,5458997.16
Theft from Vehicle,2003,01,13,18,00,16XX BARCLAY ST,West End,490155.26,5459549.31
Mischief,2003,09,17,01,00,10XX HOWE ST,Central Business District,490965.27,5458560.2
Theft of Vehicle,2003,10,02,01,00,12XX BIDWELL ST,West End,489800.95,5459278.91
Theft of Vehicle,2003,07,18,09,30,12XX BIDWELL ST,West End,489800.95,5459278.91
Theft from Vehicle,2003,04,05,18,00,24XX BALACLAVA ST,Kitsilano,487337.06,5456855.56
Break and Enter Commercial,2003,02,01,23,30,41XX OAK ST,Shaughnessy,490713.09,5455097.81
Theft of Vehicle,2003,06,09,22,45,12XX BIDWELL ST,West End,489800.95,5459278.91
Theft of Vehicle,2003,08,01,21,30,12XX BIDWELL ST,West End,489727.72,5459217.15
Break and Enter Commercial,2003,12,06,07,35,11XX BURRARD ST,West End,490646.18,5458537.48
Theft of Vehicle,2003,07,28,11,00,12XX BIDWELL ST,West End,489727.72,5459217.15
Mischief,2003,04,18,22,00,6X WATER ST,Central Business District,492314.96,5459001.65
Break and Enter Commercial,2003,01,24,00,12,11XX BURRARD ST,Central Business District,490652.7,5458531.06
Theft of Vehicle,2003,08,02,23,50,12XX BIDWELL ST,West End,489721.55,5459197.77
Theft of Vehicle,2003,08,20,21,30,12XX BEACH AVE,West End,490017.9,5458516.64
Mischief,2003,07,28,14,00,66XX HUM-LU-SUM DR,Musqueam,486028.22,5452640.69
Mischief,2003,06,18,19,00,22XX W 4TH AVE,Kitsilano,488619.96,5457284.12
Theft of Vehicle,2003,08,09,23,50,12XX BEACH AVE,West End,490017.9,5458516.64
Theft from Vehicle,2003,03,20,18,30,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft from Vehicle,2003,02,01,19,00,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft from Vehicle,2003,01,24,20,30,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft from Vehicle,2003,01,24,08,30,4XX W CORDOVA ST,Central Business District,491996.94,5459041.05
Theft of Vehicle,2003,07,29,12,00,12XX BEACH AVE,West End,490017.9,5458516.64
Theft of Vehicle,2003,06,18,00,01,12XX BEACH AVE,West End,490017.9,5458516.64
Theft of Vehicle,2003,03,19,19,30,12XX BEACH AVE,West End,490017.9,5458516.64
Theft of Vehicle,2003,03,04,02,15,12XX BEACH AVE,West End,490017.9,5458516.64
Theft of Vehicle,2003,01,08,21,30,12XX BEACH AVE,West End,490017.9,5458516.64
Mischief,2003,11,20,15,00,17XX MCLEAN DR,Grandview-Woodland,494508.26,5457406.28
Theft from Vehicle,2003,07,07,10,06,3XX E 55TH AVE,Sunset,492770.09,5451932.58
Break and Enter Commercial,2003,01,17,18,30,11XX BURRARD ST,Central Business District,490669.38,5458547.99
Theft of Vehicle,2003,06,10,11,00,12XX BARCLAY ST,West End,490602.69,5459108.73
Break and Enter Commercial,2003,11,15,01,07,8XX BURRARD ST,West End,491046.75,5458939.37
Theft of Vehicle,2003,05,14,00,20,12XX BARCLAY ST,West End,490602.69,5459108.73
Break and Enter Commercial,2003,01,18,10,30,11XX BURRARD ST,Central Business District,490669.38,5458547.99
Break and Enter Commercial,2003,01,20,17,30,11XX BURRARD ST,Central Business District,490669.38,5458547.99
Break and Enter Commercial,2003,10,10,17,30,11XX BURRARD ST,Central Business District,490669.38,5458547.99
Theft of Vehicle,2003,02,28,15,00,12XX BARCLAY ST,West End,490602.69,5459108.73
Theft of Vehicle,2003,07,03,23,00,12XX BARCLAY ST,West End,490567.85,5459142.6
Theft of Vehicle,2003,03,14,21,00,12XX BARCLAY ST,West End,490533.24,5459189.0
Mischief,2003,02,10,23,00,10XX JERVIS ST,West End,490346.59,5459068.59
Theft from Vehicle,2003,04,08,20,00,22XX E 43RD AVE,Victoria-Fraserview,495503.35,5453154.28
Theft of Vehicle,2003,02,02,22,30,12XX ALBERNI ST,West End,490834.05,5459342.89
Break and Enter Residential/Other,2003,02,11,17,00,5XX SALSBURY DR,Grandview-Woodland,495026.83,5458596.16
Break and Enter Residential/Other,2003,05,20,11,00,5XX SALSBURY DR,Grandview-Woodland,495026.91,5458601.74
Theft of Vehicle,2003,07,04,12,00,12XX ALBERNI ST,West End,490788.78,5459399.55
Break and Enter Commercial,2003,07,26,02,24,11XX BURRARD ST,Central Business District,490715.25,5458594.52
Theft from Vehicle,2003,05,21,15,35,12XX BURRARD ST,Central Business District,490562.84,5458441.01
Theft of Vehicle,2003,08,06,07,08,12XX ALBERNI ST,West End,490743.17,5459431.07
Break and Enter Residential/Other,2003,11,20,11,30,5XX SALSBURY DR,Grandview-Woodland,495035.53,5458566.23
Break and Enter Residential/Other,2003,03,05,18,30,5XX SEYMOUR ST,Central Business District,491656.09,5458976.39
Break and Enter Commercial,2003,11,18,21,00,8XX BURRARD ST,West End,491046.75,5458939.37
Theft of Vehicle,2003,04,21,03,00,12XX ALBERNI ST,West End,490743.17,5459431.07
Theft of Vehicle,2003,03,09,18,30,12XX ALBERNI ST,West End,490743.17,5459431.07
Theft of Vehicle,2003,01,31,14,00,12XX ALBERNI ST,West End,490743.17,5459431.07
Theft from Vehicle,2003,11,11,19,00,12XX BURRARD ST,Central Business District,490562.84,5458441.01
Break and Enter Commercial,2003,05,21,03,00,11XX BUTE ST,West End,490346.86,5458842.26
Break and Enter Commercial,2003,06,29,07,30,11XX BUTE ST,West End,490346.86,5458842.26
Break and Enter Commercial,2003,11,20,21,30,8XX BURRARD ST,West End,491046.75,5458939.37
Theft from Vehicle,2003,11,14,14,00,12XX BURRARD ST,Central Business District,490562.84,5458441.01
Theft of Vehicle,2003,03,13,20,00,11XX WILLIAM ST,Strathcona,494179.16,5457922.63
Theft from Vehicle,2003,12,10,20,00,12XX BURRARD ST,Central Business District,490562.84,5458441.01
Break and Enter Commercial,2003,10,03,12,00,11XX BUTE ST,West End,490357.27,5458839.59
Theft of Vehicle,2003,11,25,08,45,11XX W PENDER ST,Central Business District,491099.35,5459482.4
Theft of Vehicle,2003,10,26,20,00,11XX W KING EDWARD AVE,Shaughnessy,490531.38,5455158.87
Mischief,2003,03,22,22,00,13XX W 4TH AVE,Fairview,490187.95,5457099.48
Mischief,2003,05,08,13,00,13XX W 4TH AVE,Fairview,490187.95,5457099.48
Break and Enter Residential/Other,2003,08,02,09,30,5XX SEYMOUR ST,Central Business District,491698.0,5459018.61
Break and Enter Residential/Other,2003,11,14,14,00,5XX SEYMOUR ST,Central Business District,491698.0,5459018.61
Theft from Vehicle,2003,07,22,00,30,14XX BEACH AVE,West End,489845.33,5458768.66
Mischief,2003,07,15,18,52,17XX MCSPADDEN AVE,Grandview-Woodland,494967.78,5457080.86
Mischief,2003,04,09,22,00,23XX E 38TH AV,Renfrew-Collingwood,495732.84,5453675.47
Theft of Vehicle,2003,09,24,17,30,11XX W HASTINGS ST,Central Business District,491280.18,5459474.07
Theft of Vehicle,2003,03,02,00,30,11XX W HASTINGS ST,Central Business District,491280.18,5459474.07
Theft of Vehicle,2003,01,02,16,30,11XX W HASTINGS ST,Central Business District,491280.18,5459474.07
Mischief,2003,10,03,11,00,8XX GRANVILLE ST,Central Business District,491190.48,5458639.25
Theft from Vehicle,2003,11,24,21,50,14XX BEACH AVE,West End,489850.2,5458776.72
Mischief,2003,03,15,14,30,17XX NANAIMO ST,Grandview-Woodland,495876.41,5457339.28
Theft from Vehicle,2003,06,28,16,00,43XX DUNBAR ST,Dunbar-Southlands,486523.55,5455044.77
Theft of Vehicle,2003,03,22,08,30,11XX W HASTINGS ST,Central Business District,491219.15,5459510.17
Theft of Vehicle,2003,01,14,17,00,11XX W GEORGIA ST,Central Business District,491026.01,5459251.95
Mischief,2003,05,31,00,00,23XX E 38TH AVE,Renfrew-Collingwood,495732.84,5453675.47
Mischief,2003,12,05,05,00,10XX HOWE ST,Central Business District,490975.87,5458571.03
Break and Enter Commercial,2003,07,17,01,00,42XX ARBUTUS ST,Arbutus Ridge,488840.87,5455054.2
Mischief,2003,03,07,20,00,22XX WALL ST,Grandview-Woodland,495638.66,5459538.68
Mischief,2003,10,23,23,55,6X WATER ST,Central Business District,492314.96,5459001.65
Theft of Vehicle,2003,07,30,08,45,11XX W BROADWAY AVE,Fairview,490605.52,5456745.93
Mischief,2003,09,21,02,25,STEPHENS ST / W 5TH AVE,Kitsilano,487895.41,5457200.36
Mischief,2003,04,20,12,20,6XX W GEORGIA ST,Central Business District,491473.78,5458792.77
Theft of Vehicle,2003,01,21,18,00,11XX W BROADWAY AVE,Fairview,490520.21,5456748.3
Break and Enter Residential/Other,2003,03,11,09,58,11XX BEACH AVE,West End,490136.17,5458353.32
Mischief,2003,04,23,20,00,17XX NELSON ST,West End,490023.75,5459520.8
Theft of Vehicle,2003,10,09,11,00,11XX W BROADWAY AVE,Fairview,490485.71,5456758.41
Break and Enter Commercial,2003,10,17,02,58,11XX COMMERCIAL DR,Grandview-Woodland,494935.9,5457934.66
Break and Enter Commercial,2003,10,19,00,00,11XX COMMERCIAL DR,Grandview-Woodland,494935.92,5457936.52
Break and Enter Residential/Other,2003,05,20,03,32,11XX BEACH AVE,West End,490136.17,5458353.32
Mischief,2003,04,01,00,00,10XX JERVIS ST,West End,490409.62,5459131.11
Break and Enter Residential/Other,2003,12,03,04,00,11XX BEACH AVE,West End,490136.17,5458353.32
Break and Enter Residential/Other,2003,12,20,16,00,11XX BEACH AVE,West End,490136.17,5458353.32
Break and Enter Commercial,2003,12,16,23,00,11XX COMMERCIAL DR,Grandview-Woodland,494936.1,5457953.28
Theft from Vehicle,2003,01,14,13,00,16XX BARCLAY ST,West End,490155.26,5459549.31
Theft from Vehicle,2003,12,27,01,30,3XX E 54TH AVE,Sunset,492867.72,5452021.7
Theft from Vehicle,2003,07,20,23,00,36XX E PENDER ST,Hastings-Sunrise,498136.09,5458601.71
Theft from Vehicle,2003,11,03,18,00,7XX ABBOTT ST,Central Business District,492175.45,5458434.57
Theft from Vehicle,2003,04,21,20,00,43XX DUMFRIES ST,Kensington-Cedar Cottage,494660.45,5454868.68
Break and Enter Residential/Other,2003,08,18,19,00,13XX JERVIS ST,West End,489988.41,5458694.43
Break and Enter Residential/Other,2003,12,16,11,30,13XX PENDRELL ST,West End,490227.73,5459011.65
Theft from Vehicle,2003,10,13,18,00,14XX BURNABY ST,West End,489961.31,5458963.25
Theft from Vehicle,2003,03,04,19,30,7XX ABBOTT ST,Central Business District,492175.45,5458434.57
Offence Against a Person,2003,11,22,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Vehicle,2003,11,08,19,30,11XX W 71ST AVE,Marpole,490401.74,5450463.76
Mischief,2003,05,25,01,00,10XX KINGSWAY AVE,Kensington-Cedar Cottage,493928.9,5455669.32
Other Theft,2003,12,01,00,00,6XX KINGSWAY AVE,Mount Pleasant,493437.74,5456009.14
Offence Against a Person,2003,06,22,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Vehicle,2003,06,14,20,00,11XX W 70TH AVE,Marpole,490408.97,5450637.08
Theft of Vehicle,2003,02,27,17,00,11XX W 6TH AVE,Fairview,490494.43,5457037.94
Offence Against a Person,2003,02,16,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,02,16,10,30,14XX BURNABY ST,West End,489967.76,5458969.73
Theft of Vehicle,2003,10,09,23,30,11XX W 67TH AVE,Marpole,490413.28,5450889.49
Break and Enter Commercial,2003,11,07,22,54,11XX COMMERCIAL DR,Grandview-Woodland,494936.66,5458005.43
Theft of Vehicle,2003,08,23,15,00,11XX W 67TH AVE,Marpole,490413.28,5450889.49
Mischief,2003,08,26,19,34,10XX KINGSWAY AVE,Kensington-Cedar Cottage,493974.37,5455625.65
Theft from Vehicle,2003,05,01,23,00,10XX W 29TH AVE,Shaughnessy,490595.73,5454749.59
Offence Against a Person,2003,05,19,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,02,14,17,30,5XX SW MARINE DR,Marpole,491345.89,5450730.54
Break and Enter Commercial,2003,03,15,17,00,42XX DUNBAR ST,Dunbar-Southlands,486514.74,5455059.38
Break and Enter Commercial,2003,10,09,04,35,11XX COMMERCIAL DR,Grandview-Woodland,494945.58,5457984.85
Theft from Vehicle,2003,02,13,12,00,7X WATER ST,Central Business District,492308.5,5459012.87
Theft from Vehicle,2003,02,12,20,00,22XX E 46TH AVE,Victoria-Fraserview,495534.68,5452856.56
Mischief,2003,08,07,23,00,9XX SEYMOUR ST,Central Business District,491207.37,5458509.52
Theft from Vehicle,2003,01,05,19,00,2XX E 17TH AVE,Riley Park,492792.97,5455885.89
Theft of Vehicle,2003,04,05,23,15,11XX W 67TH AVE,Marpole,490413.28,5450889.49
Theft from Vehicle,2003,02,04,18,00,7XX DURWARD AVE,Kensington-Cedar Cottage,493486.88,5454238.63
Break and Enter Commercial,2003,11,20,15,30,8XX CAMBIE ST,Central Business District,491531.23,5458279.12
Break and Enter Commercial,2003,11,20,18,30,8XX CAMBIE ST,Central Business District,491531.23,5458279.12
Theft from Vehicle,2003,01,09,00,00,7XX DURWARD AVE,Kensington-Cedar Cottage,493486.88,5454238.63
Theft of Vehicle,2003,10,03,19,00,11XX W 16TH AVE,Shaughnessy,490595.67,5456034.89
Theft from Vehicle,2003,08,08,19,30,24XX W 2ND AVE,Kitsilano,488221.99,5457484.14
Break and Enter Commercial,2003,03,21,17,30,42XX DUNBAR ST,Dunbar-Southlands,486523.8,5455055.31
Break and Enter Commercial,2003,04,20,05,35,8XX CAMBIE ST,Central Business District,491531.36,5458292.03
Theft of Vehicle,2003,01,12,18,30,11XX W 14TH AVE,Fairview,490593.6,5456224.97
Mischief,2003,01,04,11,00,10XX KINGSWAY AVE,Kensington-Cedar Cottage,493985.15,5455629.16
Theft from Vehicle,2003,05,26,21,30,43XX COMMERCIAL ST,Kensington-Cedar Cottage,495067.29,5454840.69
Theft from Vehicle,2003,04,12,22,15,12XX BURRARD ST,Central Business District,490603.34,5458481.09
Theft from Vehicle,2003,07,08,18,50,12XX BURRARD ST,Central Business District,490603.34,5458481.09
Mischief,2003,11,15,21,00,2XX UNION ST,Strathcona,492849.11,5458330.84
Theft from Vehicle,2003,09,20,22,00,12XX BURRARD ST,Central Business District,490603.34,5458481.09
Break and Enter Residential/Other,2003,10,27,02,00,12XX E HASTINGS ST,Strathcona,494384.72,5458730.72
Mischief,2003,08,06,19,00,10XX LAGOON DR,Stanley Park,489317.12,5460043.1
Break and Enter Residential/Other,2003,12,09,03,22,11XX BIDWELL ST,West End,489848.45,5459328.06
Break and Enter Commercial,2003,11,14,02,11,11XX DAVIE ST,West End,490358.05,5458740.9
Break and Enter Residential/Other,2003,09,04,19,20,13XX ALBERNI ST,West End,490700.65,5459484.51
Theft of Vehicle,2003,03,02,03,50,11XX W 13TH AVE,Fairview,490595.91,5456326.71
Theft of Vehicle,2003,02,12,21,30,11XX W 13TH AVE,Fairview,490595.91,5456326.71
Theft from Vehicle,2003,04,10,16,00,24XX BALACLAVA ST,Kitsilano,487337.06,5456855.56
Theft of Vehicle,2003,04,13,23,00,11XX W 13TH AVE,Fairview,490445.55,5456339.64
Theft from Vehicle,2003,11,21,16,00,15XX DAVIE ST,West End,489994.13,5459087.99
Mischief,2003,07,10,13,45,12XX CARTWRIGHT ST,Fairview,490393.6,5457421.78
Theft from Vehicle,2003,10,03,22,00,43XX CAMBIE ST,Riley Park,491613.38,5454859.52
Theft from Vehicle,2003,10,20,18,30,ALBERNI ST / BUTE ST,West End,490842.85,5459340.72
Mischief,2003,09,05,04,11,5XX DRAKE ST,Central Business District,490835.55,5458020.77
Theft from Vehicle,2003,10,03,12,00,43XX CAMBIE ST,Riley Park,491613.38,5454859.52
Theft of Vehicle,2003,10,12,08,00,11XX W 12TH AVE,Fairview,490560.0,5456441.88
Theft of Vehicle,2003,01,17,21,30,11XX W 12TH AVE,Fairview,490560.0,5456441.88
Theft of Vehicle,2003,10,07,22,30,11XX W 12TH AVE,Fairview,490508.64,5456435.23
Break and Enter Commercial,2003,10,24,17,00,42XX DUNBAR ST,Dunbar-Southlands,486524.73,5455095.9
Theft of Vehicle,2003,01,23,18,00,11XX W 12TH AVE,Fairview,490508.64,5456435.23
Offence Against a Person,2003,06,30,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2003,07,08,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,04,18,18,30,43XX CAMBIE ST,South Cambie,491572.29,5454838.52
Mischief,2003,08,23,01,40,10XX MAIN ST,Strathcona,492743.24,5458089.61
Break and Enter Residential/Other,2003,08,02,11,00,5XX UNION ST,Strathcona,493212.99,5458319.49
